text,emotion
i dont know about you but i rarely am feeling kind gentle forgiving and magnanimous while that bitch aunt flow is in town,happiness
i start to be interested on him i just feel he is handsome,fun
i feel absolutely amazed at the unfolding story of my life,surprise
i am painting on scraps the windows cut from rag mats and i feel so much more playful translates to loose for me painting on them rather than painting on an expensive piece of my beloved wallis,fun
Slow Got order wrong The waitress was nice but it was probably her first day on the job the food was average just really slow,neutral
i came home from kyoto with an awful cold someone stuffed my head full of cotton wool and i feel all weird and every now and then my body decides my lungs should really be on the outside and tries to put them there,worry
i can still feel some excitement and longing whenever i see my photoshoots in angkor wat,happiness
i feel ludicrous even thinking these things,surprise
i actually started feeling nervous as we walked an overgrown path through the woods,worry
i feel discouraged when being peter varvel isnt good enough i put on a persona someone who inspires me whether theyre real or imagined,sadness
i feel i am a romantic,happiness
i feel a little shy about sharing these pictures from the hospital they almost seem a little too special and personal but i never want to forget that day,worry
i feel a bit greedy in that rhino and abomination are two of my favorite villains and half a story is just not enough room to contain them,hate
"I was a little lost one day, which happens a lot, and I happened to find this place.  I'm sure glad I did though, because it has become one of my new favorite places.  The staff is super friendly, you instantly feel welcomed.  The food is all very fresh and well prepared, and served fast.  Breakfast is really their thing.  Their bagels are really good and you get your choice of just about anything you might want to go on it.  I haven't been there to try the lunch menu yet, but I'll definitely be back there soon.",neutral
i feel all messy,sadness
i am grateful and im feeling so overwhelmingly blessed this morning,happiness
i was in the first row of non monks with very clear view of him and very much feeling his compassionate presence,happiness
i ignored all the bad side effects because suddenly people are talking to me and theyre noticing me and even tho i was itching like crazy but its worth it to feel accepted,happiness
